instrument,group,shape,duration_bucket,horizon,n_signals,reversion_rate_pct,continuation_rate_pct,anti_rev_depth_z,time_to_turn_days,half_life_days,net_directional_bias_pct,low_n_flag
M6-M8,2-month-gap-6,TB,established,5,3,0.0,66.67,2.228,2.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,TB,established,10,3,0.0,66.67,2.228,2.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,TB,established,20,3,66.67,100.0,2.301,13.0,10.5,16.67,LOW-N
M6-M8,2-month-gap-6,C,early,5,0,,,,,,,
M6-M8,2-month-gap-6,C,early,10,0,,,,,,,
M6-M8,2-month-gap-6,C,early,20,0,,,,,,,
M6-M8,2-month-gap-6,C,mid,5,13,15.38,69.23,2.107,2.0,3.5,-34.62,LOW-N
M6-M8,2-month-gap-6,C,mid,10,13,61.54,69.23,2.221,2.0,6.5,11.54,LOW-N
M6-M8,2-month-gap-6,C,mid,20,13,84.62,84.62,2.279,3.0,7.0,34.62,LOW-N
M6-M8,2-month-gap-6,C,established,5,22,4.55,54.55,2.461,2.0,4.0,-45.45,
M6-M8,2-month-gap-6,C,established,10,22,9.09,59.09,2.496,2.0,3.0,-40.91,
M6-M8,2-month-gap-6,C,established,20,22,18.18,68.18,2.491,3.0,8.5,-31.82,
M6-M8,2-month-gap-6,F,early,5,3,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,F,early,10,3,33.33,0.0,,,4.0,-16.67,LOW-N
M6-M8,2-month-gap-6,F,early,20,3,66.67,33.33,1.757,11.0,8.0,16.67,LOW-N
M6-M8,2-month-gap-6,F,mid,5,10,40.0,40.0,2.291,2.5,3.0,-10.0,LOW-N
M6-M8,2-month-gap-6,F,mid,10,10,70.0,40.0,2.291,2.5,4.0,20.0,LOW-N
M6-M8,2-month-gap-6,F,mid,20,10,80.0,50.0,2.216,3.0,4.0,30.0,LOW-N
M6-M8,2-month-gap-6,F,established,5,0,,,,,,,
M6-M8,2-month-gap-6,F,established,10,0,,,,,,,
M6-M8,2-month-gap-6,F,established,20,0,,,,,,,
